run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count
EXP-01991-01992_02-25-2026,EXP-01991,TSS10768-002,mMulti_480g,TV46KD,,26852455.09,6824714.882,41440720,0.8526669917,,,611.4012186,546.0578301,0.005803048141,0.0006401419539,,0.003706925837,,1.779324402,,120693,0.0009196887972,0.4494672818,0.899281914,79,,,233,,,8.490497434,xenium_cell_segmentation_stains_v1,0.9715310747,0.1633234736,0.8082076011,0.02846892529,19712,97545,3436
EXP-01991-01992_02-25-2026,EXP-01992,TSS10769-001,mMulti_480g,TV46KD,,87899939.06,24213289.1,113474922,0.840345713,,,507.6762831,419.664452,0.00409937518,0.0006360453365,,0.002060369128,,0.9889771815,,399807,0.002040984775,0.4548433187,0.8954803864,72,,,197,,,7.718964066,xenium_cell_segmentation_stains_v1,0.9779568642,0.1320011906,0.8459556736,0.02204313581,52775,338219,8813
EXP-01991-01992_02-25-2026,EXP-01992,TSS10769-002,mMulti_480g,TV46KD,,22008350.03,7531663.682,35597611,0.8675265553,,,476.2337509,431.5708371,0.006311110847,0.0004580219571,,0.003325405971,,1.596194866,,122361,0.001994099427,0.555975345,0.9131080173,70,,,191,,,8.990567856,xenium_cell_segmentation_stains_v1,0.97250758,0.1827461364,0.7897614436,0.02749241997,22361,96636,3364
EXP-02001-02002_20260305,EXP-02001,TSS10546-004,mMulti_480g,TV46KD,,14043926.91,7220296.877,56806043,0.6642167199,,,802.1930363,769.5939785,0.002134732113,0.002606183276,,0.001200292779,,0.5761405341,,195369,4.09E-05,1.391128003,0.9781876551,104,,,268,,,8.303222114,xenium_cell_segmentation_stains_v1,0.9935404286,0.03280459029,0.9607358383,0.006459571375,6409,187698,1262
EXP-02001-02002_20260305,EXP-02001,TSS10770-001,mMulti_480g,TV46KD,,79467689.38,26003148.8,165462561,0.8385576407,,,659.5774138,569.4369022,0.003222940825,0.0007470098409,,0.002148460736,,1.031261153,,428679,0.00107772949,0.5394381079,0.8948944348,85,,,280,,,6.942053492,xenium_cell_segmentation_stains_v1,0.9836964255,0.1568026425,0.826893783,0.01630357447,67218,354472,6989
EXP-02001-02002_20260305,EXP-02001,TSS10770-002,mMulti_480g,TV46KD,,23195309.83,7053794.85,48423619,0.8319015629,,,712.4799533,635.7981336,0.007461502661,0.001064500899,,0.004993595511,,2.396925845,,131158,0.0003812195977,0.5654505197,0.9261574605,90,,,269,,,9.626395531,xenium_cell_segmentation_stains_v1,0.9813659861,0.1330456396,0.8483203465,0.01863401394,17450,111264,2444
EXP-02001-02002_20260305,EXP-02002,TSS10546-005,mMulti_480g,TV46KD,,15371314.03,7402160.746,59015027,0.6773753133,,,810.8153079,780.0977982,0.002083201589,0.002634699924,,0.001196625989,,0.5743804747,,200355,0.0003393975693,1.303434434,0.9784642308,105,,,273,,,8.119248527,xenium_cell_segmentation_stains_v1,0.9929974296,0.06211973747,0.9308776921,0.007002570437,12446,186506,1403
EXP-02001-02002_20260305,EXP-02002,TSS10771-001,mMulti_480g,TV46KD,,84403235.31,27414832.84,139055170,0.8459313305,,,531.005303,447.1009789,0.006145585879,0.0006077909223,,0.003474516581,,1.667767959,,413151,0.002083983822,0.4894966389,0.8814629906,77,,,231,,,7.842977227,xenium_cell_segmentation_stains_v1,0.9781266413,0.259285346,0.7188412953,0.02187335865,107124,296990,9037
EXP-02001-02002_20260305,EXP-02002,TSS10771-002,mMulti_480g,TV46KD,,28443074.07,8150696.602,51970771,0.8327658554,,,651.0648774,576.2552122,0.005951949985,0.001019321034,,0.003734606737,,1.792611234,,145437,0.001430172515,0.5113265875,0.90375442,83,,,257,,,9.197626143,xenium_cell_segmentation_stains_v1,0.9823222426,0.2639287114,0.7183935312,0.01767775738,38385,104481,2571
EXP-02007-02008,EXP-02007,TSS10546-009,mMulti_480g,TV46KD,,13256274.12,6849860.051,42540178,0.7904643198,,,618.451072,610.1145818,0.0008355625578,0.001422285637,,0.0003586936498,,0.1721729519,,189995,2.63E-05,1.43324586,0.9824123209,80,,,202,,,8.327842574,xenium_cell_segmentation_stains_v1,0.9906839654,0.03263770099,0.9580462644,0.009316034632,6201,182024,1770
EXP-02007-02008,EXP-02007,TSS10937-001,mMulti_480g,TV46KD,,32038431.53,11738737.22,32555683,0.8980984107,,,259.629828,249.0601881,0.04325369992,0.0002868608824,,0.0134757491,,6.468359567,,187292,0.001745936826,0.5845854214,0.8980466175,54,,,103,,,7.546978776,xenium_cell_segmentation_stains_v1,0.9766193965,0.2384992418,0.7381201546,0.02338060355,44669,138244,4379
EXP-02007-02008,EXP-02007,TSS10938-003,mMulti_480g,TV46KD,,31167662.34,11962991.79,34472938,0.8838316536,,,277.19899,254.8579698,0.03269349906,0.0003879895687,,0.009508191956,,4.563932139,,206422,0.002354400209,0.6622954193,0.8844223837,50,,,98,,,8.216603722,xenium_cell_segmentation_stains_v1,0.9707928418,0.3847506564,0.5860421854,0.02920715815,79421,120972,6029
EXP-02007-02008,EXP-02008,TSS10546-010,mMulti_480g,TV46KD,,13690443.16,6663783.059,46945190,0.7223185925,,,709.6856592,687.4178315,0.002043345502,0.002326138972,,0.0009942429947,,0.4772366375,,183255,1.09E-05,1.338561491,0.975776922,91,,,232,,,7.808987953,xenium_cell_segmentation_stains_v1,0.9929933699,0.01036806636,0.9826253035,0.007006630106,1900,180071,1284
EXP-02007-02008,EXP-02008,TSS10938-001,mMulti_480g,TV46KD,,108234068.1,35731699.98,151456314,0.9083346089,,,426.2865501,377.0335223,0.02197573386,0.0005265145041,,0.01063498688,,5.104793703,,534326,0.002030595554,0.4936763531,0.8895006318,68,,,175,,,8.491980834,xenium_cell_segmentation_stains_v1,0.9688953934,0.2274079869,0.7414874066,0.03110460655,121510,396196,16620
EXP-02010-02011_03-13-2026,EXP-02010,TSS10738-008,hColon_785g,JAVCTQ,ZBB4M9,103972686.4,60459393.29,412000498,0.9085043968,0.9085893388,0.9083590547,548.4230567,614.7535474,0.0007393757463,0.0006564821304,0.004026639297,0.0002205318333,0.001233309339,0.3462349783,1.936295662,774378,0.0004687633171,0.7447898352,0.9021257664,151,78,73,414,256,151,6.500741935,xenium_cell_segmentation_stains_v2,0.9853443667,0.2957625346,0.6895818321,0.0146556333,229032,533997,11349
EXP-02010-02011_03-13-2026,EXP-02010,TSS10738-009,hColon_785g,JAVCTQ,ZBB4M9,120040066.5,36393269.18,67404876,0.8884126955,0.891300571,0.8861830285,222.5714886,146.3239225,0.0008533902615,0.0001007662468,0.006885644889,8.04E-05,0.0007102023321,0.1262856093,1.115017661,381045,0.01178600953,0.3174315135,0.7900327418,61,31,31,104,45,57,8.804154971,xenium_cell_segmentation_stains_v2,0.9702056188,0.1806059652,0.7895996536,0.02979438124,68819,300873,11353
EXP-02010-02011_03-13-2026,EXP-02011,TSS09592-004,hColon_785g,JAVCTQ,ZBB4M9,74076520.87,48425809.05,66546256,0.9578689968,0.9758518035,0.9516096627,130.4617736,122.5618904,0.001559615276,0.0005814418946,0.004747048197,0.0001985595957,0.0006415479778,0.3117385652,1.007230325,287697,0.0004379607712,0.3883781212,0.8918846915,48,24,24,134,37,96,8.831039311,xenium_cell_segmentation_stains_v2,0.9927423644,0.6580916728,0.3346506915,0.007257635637,189331,96278,2088
EXP-02010-02011_03-13-2026,EXP-02011,TSS10738-010,hColon_785g,JAVCTQ,ZBB4M9,88434177.33,25970737.31,50743224,0.9117970398,0.9105824393,0.9128669936,240.773393,159.2124802,0.001780883633,2.89E-05,0.0202030092,0.0001152201141,0.001480299234,0.1808955792,2.324069798,388821,0.001831176814,0.4396727733,0.8148606206,61,30,30,86,41,44,8.868553489,xenium_cell_segmentation_stains_v2,0.9712592684,0.324455212,0.6468040564,0.0287407316,126155,251491,11175
EXP-02014-02015_031326,EXP-02014,TSS10546-008,mMulti_480g,TV46KD,,11864605.86,6794797.511,55649456,0.6736573249,,,832.206368,800.1943386,0.002141799351,0.002746602853,,0.00124344325,,0.5968527599,,187021,0.0004705353944,1.576293407,0.977037134,103,,,275,,,8.081406932,xenium_cell_segmentation_stains_v1,0.9940381027,0.02148956534,0.9725485373,0.005961897327,4019,181887,1115
EXP-02014-02015_031326,EXP-02014,TSS10759-001,mMulti_480g,TV46KD,,77694679.71,23588271.53,161670666,0.8488676346,,,726.1603417,605.2091389,0.002263252627,0.0005520678939,,0.00164585107,,0.7900085137,,384087,0.0008305409972,0.4943543128,0.8830196506,87,,,290,,,7.944147553,xenium_cell_segmentation_stains_v1,0.9804393275,0.3434638506,0.6369754769,0.01956067245,131920,244654,7513
EXP-02014-02015_031326,EXP-02014,TSS10759-002,mMulti_480g,TV46KD,,19707173.67,6341965.246,48056047,0.8529080594,,,755.6349129,672.1239923,0.003598269136,0.0004971700243,,0.00256485257,,1.231129234,,114529,0.0005937360843,0.5811538576,0.8870032527,86,,,284,,,7.362064449,xenium_cell_segmentation_stains_v1,0.9791231915,0.3550192528,0.6241039387,0.02087680849,40660,71478,2391
EXP-02014-02015_031326,EXP-02015,TSS10546-007,mMulti_480g,TV46KD,,14060220.28,7137177.494,59568353,0.6858785639,,,845.373036,816.6843272,0.002107485185,0.00262616991,,0.001254594977,,0.6022055887,,195322,0.0002508677978,1.389181649,0.9785096795,105,,,282,,,8.393128661,xenium_cell_segmentation_stains_v1,0.9937385446,0.01885092309,0.9748876215,0.006261455443,3682,190417,1223
EXP-02014-02015_031326,EXP-02015,TSS10772-001,mMulti_480g,TV46KD,,64311190.23,21659873.13,129687435,0.8723010488,,,634.808347,537.4862508,0.00672204196,0.000395671977,,0.004589510121,,2.202964858,,332225,0.0008518323425,0.5165897238,0.8976878909,83,,,256,,,8.998163654,xenium_cell_segmentation_stains_v1,0.9808713974,0.2790518474,0.70181955,0.0191286026,92708,233162,6355
EXP-02014-02015_031326,EXP-02015,TSS10772-002,mMulti_480g,TV46KD,,24977570.44,9383187.361,65785431,0.8558805255,,,696.459667,636.1937869,0.006508947297,0.0006031544993,,0.00494087972,,2.371622266,,157391,0.0003748626033,0.630129341,0.9074236361,88,,,285,,,9.286534391,xenium_cell_segmentation_stains_v1,0.9826228946,0.2977044431,0.6849184515,0.01737710543,46856,107800,2735
EXP-02016-02017_20260319,EXP-02016,TSS10546-011,mMulti_480g,TV46KD,,12814480.45,6955523.873,368680,0.7046811178,,,5.994190095,5.278854716,0.01863239571,0.0009297854652,,8.21E-05,,0.03939871427,,166909,0.2314075334,1.30250306,0.995909732,2,,,2,,,6.661912301,xenium_cell_segmentation_stains_v1,0.9928104536,1.20E-05,0.992798471,0.0071895464,2,165707,1200
EXP-02016-02017_20260319,EXP-02016,TSS10934-001,mMulti_480g,TV46KD,,81597980.86,23746453.02,3699293,0.6766569466,,,17.58658547,13.39815255,0.01869738196,0.001168974635,,0.0003067247567,,0.1472278832,,388133,0.141358761,0.4756649563,0.8600524479,6,,,7,,,7.0392868,xenium_cell_segmentation_stains_v1,0.9049063079,6.44E-05,0.904841897,0.09509369211,25,351199,36909
EXP-02016-02017_20260319,EXP-02017,TSS10546-012,mMulti_480g,TV46KD,,14582459.22,6222848.789,399868,0.6475563681,,,7.453016473,6.267981326,0.05962270552,0.0009875257788,,0.0002846167806,,0.1366160547,,165310,0.2275784889,1.133622234,0.975439395,2,,,2,,,6.620524593,xenium_cell_segmentation_stains_v1,0.9796926986,3.02E-05,0.9796624524,0.02030730143,5,161948,3357
EXP-02016-02017_20260319,EXP-02017,TSS10933-001,mMulti_480g,TV46KD,,25512048.17,5765714.668,680563,0.6390004911,,,10.93168961,9.868438394,0.08510734874,0.001410393716,,0.0007750319154,,0.3720153194,,126898,0.2315560529,0.4974042035,0.8360519158,4,,,4,,,7.569255307,xenium_cell_segmentation_stains_v1,0.9318586581,0.0009456413813,0.9309130168,0.06814134187,120,118131,8647
EXP-02016-02017_20260319,EXP-02017,TSS10934-002,mMulti_480g,TV46KD,,22448298.12,4600864.001,1730151,0.6728379578,,,32.13676375,29.61867596,0.04763168293,0.001225424696,,0.001276285962,,0.6126172617,,108518,0.09068541624,0.4834130384,0.7876277851,8,,,9,,,7.761546959,xenium_cell_segmentation_stains_v1,0.9119685214,0.0009307211707,0.9110378002,0.08803147865,101,98864,9553
EXP-02019-02020_03-18-2026,EXP-02019,TSS00008,mMulti_479g,9WYCDQ,,64464872.21,21406799.16,15311414,0.9607715733,,,67.24317382,66.41883214,0.1524372896,0.0002278274818,,0.009874581026,,4.729924311,,439168,0.01546105363,0.6812516413,0.9285978421,13,,,16,,,9.30769976,xenium_cell_segmentation_stains_v1,0.9706991402,0.1009750255,0.8697241147,0.02930085981,44345,381955,12868
EXP-02019-02020_03-18-2026,EXP-02019,TSS10546-013,mMulti_479g,9WYCDQ,,17519793.67,6625529.437,59851533,0.7533182157,,,910.8838579,878.276937,0.001653356292,0.001856801458,,0.001083411657,,0.5189541836,,176618,8.49E-05,1.008105479,0.9722473942,114,,,312,,,7.967400504,xenium_cell_segmentation_stains_v1,0.9925885244,0.08180366667,0.9107848577,0.007411475614,14448,160861,1309
EXP-02019-02020_03-18-2026,EXP-02020,TSS00009,mMulti_479g,9WYCDQ,,47550381.77,16180430.53,9931862,0.9683192768,,,60.33943208,57.70575746,0.1250338406,0.0001877069524,,0.007188420918,,3.44325362,,327798,0.01604341698,0.6893698595,0.9401097196,12,,,15,,,9.319086469,xenium_cell_segmentation_stains_v1,0.9787247024,0.09959792311,0.8791267793,0.02127529759,32648,288176,6974
EXP-02019-02020_03-18-2026,EXP-02020,TSS10546-014,mMulti_479g,9WYCDQ,,14493176.55,6623239.247,56050442,0.7371300153,,,850.33436,821.0940745,0.001832201391,0.002010927623,,0.001112955325,,0.5331056008,,178938,6.71E-05,1.23463617,0.9702514924,109,,,288,,,8.642324594,xenium_cell_segmentation_stains_v1,0.9912707195,0.1147380657,0.8765326538,0.008729280533,20531,156845,1562
EX-002024-002031_032626,EXP-02024,TSS04855-004,hother_1420g,abc123,,26402289.55,4366763.291,20402331,0.8167525553,,,399.4732306,393.8020189,0.0001904744477,0.0003600827691,6.91E-05,2.15E-05,9.88E-06,0.03056503563,0.01402870253,96401,0.002686694121,0.3651236376,0.8428645727,78,,,132,,,7.419812274,xenium_cell_segmentation_stains_v2,0.9754566861,0.1832034937,0.7922531924,0.02454331387,17661,76374,2366
EX-002024-002031_032626,EXP-02024,TSS06404-004,hother_1420g,abc123,,21618027.58,3838779.192,17976703,0.8407060046,,,420.4871478,412.9475077,8.85E-05,0.0001708825507,2.75E-05,1.00E-05,3.01E-06,0.01421616153,0.004275537303,94892,0.005258609788,0.438948464,0.8818159259,86,,,137,,,5.976739474,xenium_cell_segmentation_stains_v2,0.975519538,0.4071259959,0.5683935421,0.024480462,38633,53936,2323
EX-002024-002031_032626,EXP-02024,TSS08944-005,hother_1420g,abc123,,19709812.33,6404476.987,100995048,0.8861439813,,,1515.347937,1489.919836,0.0001587011755,0.0002321992112,6.21E-05,0.0001197697561,4.48E-05,0.1700730536,0.06366155524,83911,0.0001191738866,0.4257321105,0.9448143735,282,,,1098,,,6.444974627,xenium_cell_segmentation_stains_v2,0.9658805163,0.7695653728,0.1963151434,0.03411948374,64575,16473,2863
EXP-02025-02026_032626,EXP-02025,TSS00011,mvagal nerve_480g,EC2ACB,,13980189.63,1352029.833,9121130,0.7905253066,,,600.1251664,619.3896611,0.01050345463,0.0008748001117,,0.008155195552,,3.914493865,,20864,0.01423504601,0.1492397496,0.9181245087,70,,,153,,,10.54809219,xenium_cell_segmentation_stains_v1,0.889666411,0.09753642638,0.7921299847,0.110333589,2035,16527,2302
EXP-02025-02026_032626,EXP-02025,TSS10546-016,mvagal nerve_480g,EC2ACB,,12811708.54,6408662.7,43795134,0.7478791301,,,689.1185247,667.3177697,0.002621787449,0.00188682507,,0.001282867749,,0.6157765194,,174297,0.0005106226728,1.360450868,0.9765044902,84,,,229,,,9.293600925,xenium_cell_segmentation_stains_v1,0.9907112572,0.03089554037,0.9598157169,0.009288742778,5385,167293,1619
EXP-02025-02026_032626,EXP-02026,TSS00010,mvagal nerve_480g,EC2ACB,,11770478.34,1566486.219,11673969,0.8079638427,,,624.894803,678.4644429,0.0113485172,0.0007557861244,,0.009533889843,,4.576267125,,25037,0.001517753724,0.2127101319,0.9104060496,76,,,171,,,9.597110859,xenium_cell_segmentation_stains_v1,0.886408116,0.1208611255,0.7655469905,0.113591884,3026,19167,2844
EXP-02025-02026_032626,EXP-02026,TSS10546-015,mvagal nerve_480g,EC2ACB,,12370408.83,6272828.225,43232610,0.7361206346,,,697.1231136,673.5074911,0.003015979523,0.00208401891,,0.001477380613,,0.7091426941,,171689,0.001252264269,1.387900775,0.9772245534,84,,,230,,,9.920909646,xenium_cell_segmentation_stains_v1,0.9902381632,0.04551252555,0.9447256376,0.00976183681,7814,162199,1676
EXP-02028-02029_03-27-2026,EXP-02028,TSS00012,mother_952g,AXZQQJ,ZEHF9H,145440959.1,33872181.48,743961559,0.7799042627,0.777521282,0.7820929477,1421.476512,1303.15672,0.0008919190888,0.001055086896,0.001297374306,0.0006335503258,0.0009135688246,1.236690236,1.783286346,360074,0.0001360831385,0.247574,0.5933204527,382,168,214,1022,484,536,4.716607529,xenium_cell_segmentation_stains_v2,0.9860445353,0.06330920866,0.9227353266,0.01395546471,22796,332253,5025
EXP-02028-02029_03-27-2026,EXP-02028,TSS10546-018,mother_952g,AXZQQJ,ZEHF9H,15348875.26,6657859.101,46970910,0.6347241604,0.6369902038,0.6311479556,645.8606706,676.8752585,0.001110405924,0.001918553728,0.001566936702,0.0001266803193,0.0001835348716,0.2472799832,0.3582600694,190440,0.01055975635,1.240742379,0.9594321464,134,75,59,208,129,79,6.139575051,xenium_cell_segmentation_stains_v2,0.9870562907,0.02742070993,0.9596355808,0.0129437093,5222,182753,2465
EXP-02028-02029_03-27-2026,EXP-02029,TSS00013,mother_952g,AXZQQJ,ZEHF9H,142157468.4,36604284.12,809917498,0.7730948289,0.7701815034,0.7756803102,1353.702086,1236.968983,0.0008533230589,0.001047089888,0.0011507127,0.0006490500584,0.0008422944137,1.266945714,1.644158696,358601,0.0001115445858,0.2522561805,0.5590490909,375,164,211,1034,481,551,6.78968666,xenium_cell_segmentation_stains_v2,0.9726325359,0.04402943662,0.9286030993,0.02736746412,15789,332998,9814
EX-002024-002031_032626,EXP-02031,TSS04855-005,hother_1420g,abc123,,30781491.24,4319465.413,19977634,0.8188780215,,,391.8613865,386.3272512,0.0001574711646,0.0003382665545,0.0001023342022,2.03E-05,1.26E-05,0.02886605559,0.01785161137,94696,0.002312663682,0.3076394164,0.8352977134,78,,,133,,,6.701771387,xenium_cell_segmentation_stains_v2,0.9775069697,0.1960695278,0.7814374419,0.02249303033,18567,73999,2130
EX-002024-002031_032626,EXP-02031,TSS06404-005,hother_1420g,abc123,,25114403.13,3561407.458,16438237,0.8357550459,,,415.2416936,406.1864072,8.11E-05,0.0001759808645,3.43E-05,8.55E-06,3.26E-06,0.01213467783,0.004622734413,87765,0.00570842591,0.3494608235,0.8800185202,85,,,137,,,4.758348956,xenium_cell_segmentation_stains_v2,0.9760041019,0.4118840084,0.5641200934,0.02399589814,36149,49510,2106
EX-002024-002031_032626,EXP-02031,TSS08944-006,hother_1420g,abc123,,24038222.63,7798078.207,126104716,0.857166632,,,1510.69745,1518.698952,0.0001576175425,0.0003043020781,7.88E-05,0.0001211092739,6.35E-05,0.171975169,0.09022934443,103419,0.0001450410466,0.4302273158,0.9391348377,284,,,1111,,,5.500141258,xenium_cell_segmentation_stains_v2,0.9731867452,0.7414111527,0.2317755925,0.02681325482,76676,23970,2773
EXP-02035-02036-040226,EXP-02035,TSS10546-017,mMulti_480g,TV46KD,,13581230.78,6425716.455,49656897,0.7544051598,,,772.9634072,754.2544607,0.001546816524,0.001741229752,,0.0008297717433,,0.3982904368,,179929,8.89E-05,1.324835745,0.9760225855,94,,,251,,,8.357526465,xenium_cell_segmentation_stains_v1,0.9890567946,0.05476048886,0.9342963058,0.01094320538,9853,168107,1969
EXP-02035-02036-040226,EXP-02035,TSS10937-002,mMulti_480g,TV46KD,,86757066.98,27584631.54,116837324,0.928066591,,,423.8417918,374.143609,0.008472391694,0.0006372760031,,0.003924338317,,1.883682392,,427244,0.001764799506,0.4924601705,0.8833319051,64,,,165,,,8.041566163,xenium_cell_segmentation_stains_v1,0.9742114576,0.4139320856,0.560279372,0.02578854238,176850,239376,11018
EXP-02035-02036-040226,EXP-02036,TSS10932-001,mMulti_480g,TV46KD,,114554554.5,33006302.27,135434960,0.8700430561,,,403.8550544,360.5493067,0.008830302054,0.0005052572232,,0.003817604896,,1.83245035,,529455,0.002066275699,0.4621859013,0.8786800247,62,,,158,,,8.751217659,xenium_cell_segmentation_stains_v1,0.9727228943,0.4106619071,0.5620609872,0.0272771057,217427,297586,14442
EXP-02037-02038-040226,EXP-02037,TSS10546-019,mMulti_480g,TV46KD,,15419898.9,6183023.188,627369,0.9722234706,,,11.90069216,10.04506988,0.08609378822,0.0001886376811,,0.0006484524126,,0.311257158,,165548,0.1302341315,1.073599776,0.9899899421,3,,,4,,,8.443116061,xenium_cell_segmentation_stains_v1,0.9912774543,0.01063739822,0.9806400561,0.008722545727,1761,162343,1444
EXP-02037-02038-040226,EXP-02037,TSS10931-002,mMulti_480g,TV46KD,,25033007.28,7202747.758,14279993,0.9282310027,,,248.9702892,186.7191585,0.1877581714,0.0003668252624,,0.04592936049,,22.04609303,,113336,0.001747017717,0.4527462432,0.9418008818,64,,,86,,,7.685895565,xenium_cell_segmentation_stains_v1,0.9737241477,0.3400331757,0.633690972,0.02627585233,38538,71820,2978
EXP-02037-02038-040226,EXP-02037,TSS10932-002,mMulti_480g,TV46KD,,28536343.58,9011510.092,20285265,0.9541556428,,,306.8185782,215.3730818,0.2429972369,0.000733652022,,0.05983404678,,28.72034245,,161190,0.002196166015,0.5648586321,0.9567716764,73,,,90,,,7.67480171,xenium_cell_segmentation_stains_v1,0.9766424716,0.2394317265,0.7372107451,0.02335752838,38594,118831,3765
EXP-02037-02038-040226,EXP-02038,TSS10931-001,mMulti_480g,TV46KD,,70220315.34,22240617.61,29358485,0.8987432649,,,126.1432665,116.7077977,0.01654329442,0.000470244235,,0.002515167597,,1.207280447,,331628,0.01054193253,0.4722678877,0.8841237891,30,,,54,,,7.689791371,xenium_cell_segmentation_stains_v1,0.9770918017,0.4075982728,0.5694935289,0.02290819834,135171,188860,7597
EXP-02051-02052_04-09-2026,EXP-02051,TSS10546-020,mother_952g,YVWBTQ,ZEHF9H,12721592.24,6196603.84,55387458,0.749851512,0.7517970894,0.7465935446,830.6617227,868.2331869,0.0004639864999,0.0007965784593,0.0007557994612,6.94E-05,0.0001160494505,0.1354835062,0.2265285274,176854,0.0007237608423,1.390187617,0.971356566,165,92,72,276,174,101,4.701228843,xenium_cell_segmentation_stains_v2,0.9863503229,0.0332138374,0.9531364855,0.01364967713,5874,168566,2414
EXP-02051-02052_04-09-2026,EXP-02051,TSS12140-001,mother_952g,YVWBTQ,ZEHF9H,48604628.89,24638735.54,74962913,0.8861881128,0.8866764683,0.8857014589,307.9609105,283.6885111,0.002455528536,0.0003439611889,0.01696059055,0.000348771652,0.002487465565,0.6808022648,4.855532783,250092,0.0007837115941,0.5145435851,0.9324245711,109,56,52,186,98,87,8.066223542,xenium_cell_segmentation_stains_v2,0.9946099835,0.2330862243,0.7615237593,0.005390016474,58293,190451,1348
EXP-02051-02052_04-09-2026,EXP-02051,TSS12260-001,mother_952g,YVWBTQ,ZEHF9H,66965213.42,33408836.93,61030806,0.9536602256,0.9546955791,0.952686057,201.5237058,168.9836798,0.004375649295,0.0005863113766,0.004474083847,0.0006457305266,0.00065984709,1.260465988,1.28802152,192108,0.001473129698,0.2868773057,0.9250325483,89,46,43,161,83,78,6.87802493,xenium_cell_segmentation_stains_v2,0.9882201678,0.527510567,0.4607096008,0.01177983218,101339,88506,2263
EXP-02051-02052_04-09-2026,EXP-02052,TSS10546-021,mother_952g,YVWBTQ,ZEHF9H,12737338.77,6370383.068,60331064,0.8072357123,0.8082363583,0.8054815977,875.8964629,926.8112194,0.0003727744914,0.0002832308163,0.0007052812365,6.08E-05,0.0001179444435,0.1186363116,0.2302275538,174820,0.0008809060748,1.3725002,0.9786239639,175,98,77,302,194,107,6.220094815,xenium_cell_segmentation_stains_v2,0.9908305686,0.05953552225,0.9312950463,0.009169431415,10408,162809,1603
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
EXP-02051-02052_04-09-2026,EXP-02052,TSS12141-001,mother_952g,YVWBTQ,ZEHF9H,52175787.03,19448584.58,33578194,0.9289111795,0.9319788223,0.9259882923,170.9027488,160.4157252,0.008010041635,0.0005161109164,0.03079677423,0.0006923394306,0.002760608025,1.351446569,5.388706865,181775,0.01956814744,0.3483895698,0.9291324006,66,34,32,102,53,49,9.830712162,xenium_cell_segmentation_stains_v2,0.9894704992,0.3371750791,0.6522954202,0.01052950076,61290,118571,1914
